station_name,date,time,year,month,day,hour,precip_amt,pressure,rel_hum,temp,temp_dew,wind_dir,wind_spd
NORMANDIN,2020-06-12,2020-06-12 15:00,2020,6,12,15:00,0,99.41,49,13.2,2.6,28,23
NORMANDIN,2020-06-12,2020-06-12 16:00,2020,6,12,16:00,0,99.5,54,12,2.9,30,30
NORMANDIN,2020-06-12,2020-06-12 17:00,2020,6,12,17:00,0,99.59,57,11.3,3.1,31,24
NORMANDIN,2020-06-12,2020-06-12 18:00,2020,6,12,18:00,0,99.68,60,10.3,2.8,31,23
NORMANDIN,2020-06-12,2020-06-12 19:00,2020,6,12,19:00,0,99.76,62,9.4,2.4,29,19
NORMANDIN,2020-06-12,2020-06-12 20:00,2020,6,12,20:00,0,99.82,65,8.9,2.7,28,15
NORMANDIN,2020-06-12,2020-06-12 21:00,2020,6,12,21:00,0,99.88,70,8.4,3.2,30,14
NORMANDIN,2020-06-12,2020-06-12 22:00,2020,6,12,22:00,0,99.91,74,7.7,3.4,28,12
NORMANDIN,2020-06-12,2020-06-12 23:00,2020,6,12,23:00,0,99.92,73,8,3.4,30,12
NORMANDIN,2020-06-13,2020-06-13 0:00,2020,6,13,0:00,0,99.95,80,7.4,4.1,29,9
NORMANDIN,2020-06-13,2020-06-13 1:00,2020,6,13,1:00,0,99.98,81,7.2,4.1,29,12
NORMANDIN,2020-06-13,2020-06-13 2:00,2020,6,13,2:00,0,100.03,83,6.7,4.1,30,13
NORMANDIN,2020-06-13,2020-06-13 3:00,2020,6,13,3:00,0,100.09,82,7.2,4.4,32,13
NORMANDIN,2020-06-13,2020-06-13 4:00,2020,6,13,4:00,0,100.16,80,7.4,4.1,33,16
NORMANDIN,2020-06-13,2020-06-13 5:00,2020,6,13,5:00,0,100.25,76,7.5,3.5,34,16
NORMANDIN,2020-06-13,2020-06-13 6:00,2020,6,13,6:00,0,100.36,70,8.2,3.1,35,20
NORMANDIN,2020-06-13,2020-06-13 7:00,2020,6,13,7:00,0,100.45,63,8.8,2.1,36,18
NORMANDIN,2020-06-13,2020-06-13 8:00,2020,6,13,8:00,0,100.54,63,9.8,3.1,36,16
NORMANDIN,2020-06-13,2020-06-13 9:00,2020,6,13,9:00,0,100.61,64,9.4,2.9,34,18
NORMANDIN,2020-06-13,2020-06-13 10:00,2020,6,13,10:00,0,100.66,63,9.8,3,33,15
NORMANDIN,2020-06-13,2020-06-13 11:00,2020,6,13,11:00,0,100.71,64,10.8,4.2,31,18
NORMANDIN,2020-06-13,2020-06-13 12:00,2020,6,13,12:00,0,100.72,55,11.3,2.6,33,12
NORMANDIN,2020-06-13,2020-06-13 13:00,2020,6,13,13:00,0,100.71,52,13.1,3.3,33,15
NORMANDIN,2020-06-13,2020-06-13 14:00,2020,6,13,14:00,0,100.74,45,13.7,1.8,34,18
NORMANDIN,2020-06-13,2020-06-13 15:00,2020,6,13,15:00,0,100.72,42,14.6,1.7,34,11
NORMANDIN,2020-06-13,2020-06-13 16:00,2020,6,13,16:00,0,100.73,39,15.4,1.7,35,16
NORMANDIN,2020-06-13,2020-06-13 17:00,2020,6,13,17:00,0,100.76,37,15.1,0.4,35,17
NORMANDIN,2020-06-13,2020-06-13 18:00,2020,6,13,18:00,0,100.83,39,14.6,0.7,33,15
NORMANDIN,2020-06-13,2020-06-13 19:00,2020,6,13,19:00,0,100.88,47,13.1,2,33,12
NORMANDIN,2020-06-13,2020-06-13 20:00,2020,6,13,20:00,0,100.93,63,9.5,2.8,32,11
NORMANDIN,2020-06-13,2020-06-13 21:00,2020,6,13,21:00,0,101.05,70,7.3,2.2,32,13
NORMANDIN,2020-06-13,2020-06-13 22:00,2020,6,13,22:00,0,101.11,70,7,2,33,12
NORMANDIN,2020-06-13,2020-06-13 23:00,2020,6,13,23:00,0,101.19,74,5.9,1.7,32,10
NORMANDIN,2020-06-14,2020-06-14 0:00,2020,6,14,0:00,0,101.25,76,5.1,1.3,33,9
NORMANDIN,2020-06-14,2020-06-14 1:00,2020,6,14,1:00,0,101.32,81,3.8,0.8,31,10
NORMANDIN,2020-06-14,2020-06-14 2:00,2020,6,14,2:00,0,101.37,83,3,0.4,33,11
NORMANDIN,2020-06-14,2020-06-14 3:00,2020,6,14,3:00,0,101.41,81,3,0.1,32,11
NORMANDIN,2020-06-14,2020-06-14 4:00,2020,6,14,4:00,0,101.48,89,1.5,-0.1,27,12
NORMANDIN,2020-06-14,2020-06-14 5:00,2020,6,14,5:00,0,101.54,85,3.5,1.3,31,10
NORMANDIN,2020-06-14,2020-06-14 6:00,2020,6,14,6:00,0,101.57,74,6.3,2,33,9
NORMANDIN,2020-06-14,2020-06-14 7:00,2020,6,14,7:00,0,101.61,64,8.9,2.3,36,7
NORMANDIN,2020-06-14,2020-06-14 8:00,2020,6,14,8:00,0,101.64,62,10.8,3.9,32,5
NORMANDIN,2020-06-14,2020-06-14 9:00,2020,6,14,9:00,0,101.63,56,12.4,4,5,7
NORMANDIN,2020-06-14,2020-06-14 10:00,2020,6,14,10:00,0,101.61,48,14.3,3.4,10,9
NORMANDIN,2020-06-14,2020-06-14 11:00,2020,6,14,11:00,0,101.57,40,15.1,1.7,10,9
NORMANDIN,2020-06-14,2020-06-14 12:00,2020,6,14,12:00,0,101.5,44,15.7,3.4,6,4
NORMANDIN,2020-06-14,2020-06-14 13:00,2020,6,14,13:00,0,101.44,39,16.5,2.6,35,5
NORMANDIN,2020-06-14,2020-06-14 14:00,2020,6,14,14:00,0,101.37,35,17.4,1.8,9,4
NORMANDIN,2020-06-14,2020-06-14 15:00,2020,6,14,15:00,0,101.33,36,17.9,2.7,8,6
NORMANDIN,2020-06-14,2020-06-14 16:00,2020,6,14,16:00,0,101.29,36,18.3,3,6,8
NORMANDIN,2020-06-14,2020-06-14 17:00,2020,6,14,17:00,0,101.25,38,18.1,3.6,12,11
NORMANDIN,2020-06-14,2020-06-14 18:00,2020,6,14,18:00,0,101.24,39,17.1,3,15,13
NORMANDIN,2020-06-14,2020-06-14 19:00,2020,6,14,19:00,0,101.25,49,15.9,5.2,15,8
NORMANDIN,2020-06-14,2020-06-14 20:00,2020,6,14,20:00,0,101.24,60,13.1,5.5,16,6
NORMANDIN,2020-06-14,2020-06-14 21:00,2020,6,14,21:00,0,101.25,64,10,3.6,20,5
NORMANDIN,2020-06-14,2020-06-14 22:00,2020,6,14,22:00,0,101.25,81,7.2,4.1,31,10
NORMANDIN,2020-06-14,2020-06-14 23:00,2020,6,14,23:00,0,101.24,86,5.8,3.5,31,6
NORMANDIN,2020-06-15,2020-06-15 0:00,2020,6,15,0:00,0,101.25,85,5.2,2.9,11,0
NORMANDIN,2020-06-15,2020-06-15 1:00,2020,6,15,1:00,0,101.24,94,3.4,2.6,32,10
NORMANDIN,2020-06-15,2020-06-15 2:00,2020,6,15,2:00,0,101.25,91,3.3,2,7,3
NORMANDIN,2020-06-15,2020-06-15 3:00,2020,6,15,3:00,0,101.21,94,2.7,1.8,30,8
NORMANDIN,2020-06-15,2020-06-15 4:00,2020,6,15,4:00,0,101.27,94,2.4,1.5,34,6
NORMANDIN,2020-06-15,2020-06-15 5:00,2020,6,15,5:00,0,101.3,92,3.8,2.7,30,7
NORMANDIN,2020-06-15,2020-06-15 6:00,2020,6,15,6:00,0,101.3,81,7.9,4.8,1,4
NORMANDIN,2020-06-15,2020-06-15 7:00,2020,6,15,7:00,0,101.35,77,11,7.1,5,4
NORMANDIN,2020-06-15,2020-06-15 8:00,2020,6,15,8:00,0,101.34,64,13.3,6.7,5,5
NORMANDIN,2020-06-15,2020-06-15 9:00,2020,6,15,9:00,0,101.32,57,15.8,7.4,36,3
NORMANDIN,2020-06-15,2020-06-15 10:00,2020,6,15,10:00,0,101.26,53,18.4,8.7,14,4
NORMANDIN,2020-06-15,2020-06-15 11:00,2020,6,15,11:00,0,101.18,43,20.4,7.3,9,7
NORMANDIN,2020-06-15,2020-06-15 12:00,2020,6,15,12:00,0,101.07,32,21.7,4.2,34,13
NORMANDIN,2020-06-15,2020-06-15 13:00,2020,6,15,13:00,0,101.01,30,22.7,4.2,29,14
NORMANDIN,2020-06-15,2020-06-15 14:00,2020,6,15,14:00,0,100.93,33,22.7,5.5,28,9
NORMANDIN,2020-06-15,2020-06-15 15:00,2020,6,15,15:00,0,100.9,29,22.7,3.7,32,14
NORMANDIN,2020-06-15,2020-06-15 16:00,2020,6,15,16:00,0,100.84,29,23.3,4.2,30,12
NORMANDIN,2020-06-15,2020-06-15 17:00,2020,6,15,17:00,0,100.8,28,23.2,3.7,28,15
NORMANDIN,2020-06-15,2020-06-15 18:00,2020,6,15,18:00,0,100.79,34,22.6,6.1,30,15
NORMANDIN,2020-06-15,2020-06-15 19:00,2020,6,15,19:00,0,100.79,43,20.2,7.3,29,7
NORMANDIN,2020-06-15,2020-06-15 20:00,2020,6,15,20:00,0,100.79,62,16,8.8,20,8
NORMANDIN,2020-06-15,2020-06-15 21:00,2020,6,15,21:00,0,100.83,71,12.6,7.5,22,9
NORMANDIN,2020-06-15,2020-06-15 22:00,2020,6,15,22:00,0,100.82,64,12.8,6.1,30,10
NORMANDIN,2020-06-15,2020-06-15 23:00,2020,6,15,23:00,0,100.81,70,11.7,6.3,29,2
NORMANDIN,2020-06-16,2020-06-16 0:00,2020,6,16,0:00,0,100.8,68,11.1,5.5,31,5
NORMANDIN,2020-06-16,2020-06-16 1:00,2020,6,16,1:00,0,100.79,66,10.9,4.8,30,0
NORMANDIN,2020-06-16,2020-06-16 2:00,2020,6,16,2:00,0,100.81,66,10.7,4.6,28,5
NORMANDIN,2020-06-16,2020-06-16 3:00,2020,6,16,3:00,0,100.79,79,8.5,5.1,7,3
NORMANDIN,2020-06-16,2020-06-16 4:00,2020,6,16,4:00,0,100.78,86,7.7,5.5,9,0
NORMANDIN,2020-06-16,2020-06-16 5:00,2020,6,16,5:00,0,100.84,87,8.9,6.8,9,1
NORMANDIN,2020-06-16,2020-06-16 6:00,2020,6,16,6:00,0,100.83,70,13.4,8.1,0,1
NORMANDIN,2020-06-16,2020-06-16 7:00,2020,6,16,7:00,0,100.84,61,16.7,9.1,10,2
NORMANDIN,2020-06-16,2020-06-16 8:00,2020,6,16,8:00,0,100.83,51,19.8,9.5,13,3
NORMANDIN,2020-06-16,2020-06-16 9:00,2020,6,16,9:00,0,100.77,42,23.6,10,25,13
NORMANDIN,2020-06-16,2020-06-16 10:00,2020,6,16,10:00,0,100.68,35,25.1,8.8,25,19
NORMANDIN,2020-06-16,2020-06-16 11:00,2020,6,16,11:00,0,100.63,36,26,9.7,26,18
NORMANDIN,2020-06-16,2020-06-16 12:00,2020,6,16,12:00,0,100.52,36,26.9,10.4,23,21
NORMANDIN,2020-06-16,2020-06-16 13:00,2020,6,16,13:00,0,100.42,32,27.5,9.4,23,20
NORMANDIN,2020-06-16,2020-06-16 14:00,2020,6,16,14:00,0,100.37,30,28,8.8,24,18
NORMANDIN,2020-06-16,2020-06-16 15:00,2020,6,16,15:00,0,100.29,30,28.4,9.1,26,24
NORMANDIN,2020-06-16,2020-06-16 16:00,2020,6,16,16:00,0,100.23,28,28.4,8.1,24,24
NORMANDIN,2020-06-16,2020-06-16 17:00,2020,6,16,17:00,0,100.19,27,28.3,7.4,25,24
NORMANDIN,2020-06-16,2020-06-16 18:00,2020,6,16,18:00,0,100.18,30,26.8,7.9,27,20
NORMANDIN,2020-06-16,2020-06-16 19:00,2020,6,16,19:00,0,100.19,44,23.3,10.3,25,14
NORMANDIN,2020-06-16,2020-06-16 20:00,2020,6,16,20:00,0,100.19,54,18.8,9.4,25,14
NORMANDIN,2020-06-16,2020-06-16 21:00,2020,6,16,21:00,0,100.24,67,16.1,10,23,11
NORMANDIN,2020-06-16,2020-06-16 22:00,2020,6,16,22:00,0,100.25,62,16.3,8.9,21,16
NORMANDIN,2020-06-16,2020-06-16 23:00,2020,6,16,23:00,0,100.26,67,15.4,9.2,22,14
NORMANDIN,2020-06-17,2020-06-17 0:00,2020,6,17,0:00,0,100.24,73,14.6,9.8,23,13
NORMANDIN,2020-06-17,2020-06-17 1:00,2020,6,17,1:00,0,100.21,57,17.6,9,22,15
NORMANDIN,2020-06-17,2020-06-17 2:00,2020,6,17,2:00,0,100.2,63,17.1,9.9,21,4
NORMANDIN,2020-06-17,2020-06-17 3:00,2020,6,17,3:00,0,100.18,70,16.6,11,18,6
NORMANDIN,2020-06-17,2020-06-17 4:00,2020,6,17,4:00,0,100.23,77,16.4,12.3,0,0
NORMANDIN,2020-06-17,2020-06-17 5:00,2020,6,17,5:00,0,100.23,68,16.5,10.6,23,9
NORMANDIN,2020-06-17,2020-06-17 6:00,2020,6,17,6:00,0,100.21,73,18,13.1,15,3
NORMANDIN,2020-06-17,2020-06-17 7:00,2020,6,17,7:00,0,100.21,57,22,13,23,2
NORMANDIN,2020-06-17,2020-06-17 8:00,2020,6,17,8:00,0,100.15,48,23.7,12.1,27,12
NORMANDIN,2020-06-17,2020-06-17 9:00,2020,6,17,9:00,0,100.15,49,24.7,13.4,29,8
NORMANDIN,2020-06-17,2020-06-17 10:00,2020,6,17,10:00,0,100.1,39,26.2,11.1,0,1
NORMANDIN,2020-06-17,2020-06-17 11:00,2020,6,17,11:00,0,100.03,42,27.9,13.9,16,7
NORMANDIN,2020-06-17,2020-06-17 12:00,2020,6,17,12:00,0,99.96,44,29.3,15.6,26,11
NORMANDIN,2020-06-17,2020-06-17 13:00,2020,6,17,13:00,0,99.92,44,29.4,15.9,28,16
NORMANDIN,2020-06-17,2020-06-17 14:00,2020,6,17,14:00,0,99.83,41,30.2,15.4,26,19
NORMANDIN,2020-06-17,2020-06-17 15:00,2020,6,17,15:00,0,99.78,45,30.8,17.5,26,18
NORMANDIN,2020-06-17,2020-06-17 16:00,2020,6,17,16:00,0,99.76,44,30.5,16.7,28,22
NORMANDIN,2020-06-17,2020-06-17 17:00,2020,6,17,17:00,0,99.72,47,30,17.4,27,21
NORMANDIN,2020-06-17,2020-06-17 18:00,2020,6,17,18:00,0,99.69,43,29.8,15.7,29,15
NORMANDIN,2020-06-17,2020-06-17 19:00,2020,6,17,19:00,0,99.69,57,26.9,17.7,24,13
NORMANDIN,2020-06-17,2020-06-17 20:00,2020,6,17,20:00,0,99.7,65,23.9,16.9,23,14
NORMANDIN,2020-06-17,2020-06-17 21:00,2020,6,17,21:00,0,99.7,70,22.5,16.8,23,15
NORMANDIN,2020-06-17,2020-06-17 22:00,2020,6,17,22:00,0,99.72,72,21.7,16.5,24,16
NORMANDIN,2020-06-17,2020-06-17 23:00,2020,6,17,23:00,0,99.71,69,22,16.1,24,16
NORMANDIN,2020-06-18,2020-06-18 0:00,2020,6,18,0:00,0,99.72,60,23.7,15.4,25,18
NORMANDIN,2020-06-18,2020-06-18 1:00,2020,6,18,1:00,0,99.74,61,23.3,15.4,27,16
NORMANDIN,2020-06-18,2020-06-18 2:00,2020,6,18,2:00,0,99.74,62,22.8,15.1,27,20
NORMANDIN,2020-06-18,2020-06-18 3:00,2020,6,18,3:00,0,99.76,65,21.7,14.9,27,17
NORMANDIN,2020-06-18,2020-06-18 4:00,2020,6,18,4:00,0,99.75,74,19.4,14.6,24,16
NORMANDIN,2020-06-18,2020-06-18 5:00,2020,6,18,5:00,0,99.75,67,21,14.6,24,16
NORMANDIN,2020-06-18,2020-06-18 6:00,2020,6,18,6:00,0,99.78,64,22.9,15.8,24,8
NORMANDIN,2020-06-18,2020-06-18 7:00,2020,6,18,7:00,0,99.78,55,25.9,16.3,12,3
NORMANDIN,2020-06-18,2020-06-18 8:00,2020,6,18,8:00,0,99.8,55,26.1,16.3,28,15
NORMANDIN,2020-06-18,2020-06-18 9:00,2020,6,18,9:00,0,99.77,48,28,16.1,27,18
NORMANDIN,2020-06-18,2020-06-18 10:00,2020,6,18,10:00,0,99.73,43,30.1,16.3,28,12
NORMANDIN,2020-06-18,2020-06-18 11:00,2020,6,18,11:00,0,99.66,38,31.8,15.9,26,20
NORMANDIN,2020-06-18,2020-06-18 12:00,2020,6,18,12:00,0,99.59,36,32.7,15.8,27,20
NORMANDIN,2020-06-18,2020-06-18 13:00,2020,6,18,13:00,0,99.52,33,33.4,14.8,29,20
NORMANDIN,2020-06-18,2020-06-18 14:00,2020,6,18,14:00,0,99.47,30,33.7,13.7,25,27
NORMANDIN,2020-06-18,2020-06-18 15:00,2020,6,18,15:00,0,99.47,30,33.6,13.8,26,26
NORMANDIN,2020-06-18,2020-06-18 16:00,2020,6,18,16:00,0,99.44,33,32.9,14.7,28,23
NORMANDIN,2020-06-18,2020-06-18 17:00,2020,6,18,17:00,0,99.42,33,32.3,14.1,27,21
NORMANDIN,2020-06-18,2020-06-18 18:00,2020,6,18,18:00,0,99.4,37,31.5,14.9,30,14
NORMANDIN,2020-06-18,2020-06-18 19:00,2020,6,18,19:00,0,99.42,50,27.7,16.4,28,14
NORMANDIN,2020-06-18,2020-06-18 20:00,2020,6,18,20:00,0,99.42,57,24.7,15.5,28,11
NORMANDIN,2020-06-18,2020-06-18 21:00,2020,6,18,21:00,0,99.43,62,22.6,14.9,26,15
NORMANDIN,2020-06-18,2020-06-18 22:00,2020,6,18,22:00,0,99.43,66,21.1,14.5,26,16
NORMANDIN,2020-06-18,2020-06-18 23:00,2020,6,18,23:00,0,99.42,62,21.2,13.6,26,19
NORMANDIN,2020-06-19,2020-06-19 0:00,2020,6,19,0:00,0,99.43,58,21.3,12.8,26,15
NORMANDIN,2020-06-19,2020-06-19 1:00,2020,6,19,1:00,0,99.42,62,19.8,12.3,26,16
NORMANDIN,2020-06-19,2020-06-19 2:00,2020,6,19,2:00,0,99.43,50,21.7,10.8,27,14
NORMANDIN,2020-06-19,2020-06-19 3:00,2020,6,19,3:00,0,99.46,48,21.7,10,27,18
NORMANDIN,2020-06-19,2020-06-19 4:00,2020,6,19,4:00,0,99.49,54,19.5,10,27,17
NORMANDIN,2020-06-19,2020-06-19 5:00,2020,6,19,5:00,0,99.52,54,20.2,10.6,28,12
NORMANDIN,2020-06-19,2020-06-19 6:00,2020,6,19,6:00,0,99.53,55,22.6,13.2,25,8
NORMANDIN,2020-06-19,2020-06-19 7:00,2020,6,19,7:00,0,99.53,50,25.5,14.4,29,6
NORMANDIN,2020-06-19,2020-06-19 8:00,2020,6,19,8:00,0,99.54,46,27.3,14.6,26,13
NORMANDIN,2020-06-19,2020-06-19 9:00,2020,6,19,9:00,0,99.5,40,29.3,14.3,27,11
NORMANDIN,2020-06-19,2020-06-19 10:00,2020,6,19,10:00,0,99.47,37,30.2,14,29,12
NORMANDIN,2020-06-19,2020-06-19 11:00,2020,6,19,11:00,0,99.42,37,31,14.5,27,15
NORMANDIN,2020-06-19,2020-06-19 12:00,2020,6,19,12:00,0,99.35,35,31.7,14.4,31,14
NORMANDIN,2020-06-19,2020-06-19 13:00,2020,6,19,13:00,0,99.28,34,32.5,14.4,27,12
NORMANDIN,2020-06-19,2020-06-19 14:00,2020,6,19,14:00,0,99.23,32,32.7,13.7,28,18
NORMANDIN,2020-06-19,2020-06-19 15:00,2020,6,19,15:00,0,99.2,27,33,11.2,26,23
NORMANDIN,2020-06-19,2020-06-19 16:00,2020,6,19,16:00,0,99.2,29,32.8,12.6,30,18
NORMANDIN,2020-06-19,2020-06-19 17:00,2020,6,19,17:00,0,99.2,33,31.6,13.6,27,20
NORMANDIN,2020-06-19,2020-06-19 18:00,2020,6,19,18:00,0,99.22,37,30.4,14.1,27,18
NORMANDIN,2020-06-19,2020-06-19 19:00,2020,6,19,19:00,0,99.23,45,27.7,14.7,27,16
NORMANDIN,2020-06-19,2020-06-19 20:00,2020,6,19,20:00,0,99.24,57,23.5,14.5,26,13
NORMANDIN,2020-06-19,2020-06-19 21:00,2020,6,19,21:00,0,99.31,59,22.1,13.7,29,14
NORMANDIN,2020-06-19,2020-06-19 22:00,2020,6,19,22:00,0,99.33,62,20.8,13.1,26,15
NORMANDIN,2020-06-19,2020-06-19 23:00,2020,6,19,23:00,0,99.34,59,20.8,12.6,27,15
NORMANDIN,2020-06-20,2020-06-20 0:00,2020,6,20,0:00,0,99.41,59,20.9,12.7,32,14
NORMANDIN,2020-06-20,2020-06-20 1:00,2020,6,20,1:00,0,99.42,67,19.8,13.6,32,12
NORMANDIN,2020-06-20,2020-06-20 2:00,2020,6,20,2:00,0,99.47,73,18.3,13.3,29,12
NORMANDIN,2020-06-20,2020-06-20 3:00,2020,6,20,3:00,0,99.49,77,18.2,14,30,12
NORMANDIN,2020-06-20,2020-06-20 4:00,2020,6,20,4:00,0,99.52,81,17,13.8,31,11
NORMANDIN,2020-06-20,2020-06-20 5:00,2020,6,20,5:00,0,99.56,82,17.4,14.3,30,9
NORMANDIN,2020-06-20,2020-06-20 6:00,2020,6,20,6:00,0,99.59,81,18.9,15.6,31,10
NORMANDIN,2020-06-20,2020-06-20 7:00,2020,6,20,7:00,0,99.62,72,21.3,16,31,5
NORMANDIN,2020-06-20,2020-06-20 8:00,2020,6,20,8:00,0,99.61,66,23.4,16.6,0,1
NORMANDIN,2020-06-20,2020-06-20 9:00,2020,6,20,9:00,0,99.62,63,25.2,17.7,11,3
NORMANDIN,2020-06-20,2020-06-20 10:00,2020,6,20,10:00,0,99.61,63,26.3,18.7,5,5
NORMANDIN,2020-06-20,2020-06-20 11:00,2020,6,20,11:00,0,99.58,60,27.7,19.2,6,5
NORMANDIN,2020-06-20,2020-06-20 12:00,2020,6,20,12:00,0,99.54,54,28.1,18.1,10,9
NORMANDIN,2020-06-20,2020-06-20 13:00,2020,6,20,13:00,0,99.53,51,29.6,18.5,11,9
NORMANDIN,2020-06-20,2020-06-20 14:00,2020,6,20,14:00,0,99.51,60,27.9,19.5,18,17
NORMANDIN,2020-06-20,2020-06-20 15:00,2020,6,20,15:00,0,99.47,55,28.2,18.2,19,10
NORMANDIN,2020-06-20,2020-06-20 16:00,2020,6,20,16:00,0,99.44,61,27.2,19.2,5,7
NORMANDIN,2020-06-20,2020-06-20 17:00,2020,6,20,17:00,0,99.47,67,25,18.5,36,7
NORMANDIN,2020-06-20,2020-06-20 18:00,2020,6,20,18:00,0,99.44,66,24.4,17.7,36,11
NORMANDIN,2020-06-20,2020-06-20 19:00,2020,6,20,19:00,0,99.47,78,22.7,18.6,28,8
NORMANDIN,2020-06-20,2020-06-20 20:00,2020,6,20,20:00,0,99.5,84,21.3,18.6,34,7
NORMANDIN,2020-06-20,2020-06-20 21:00,2020,6,20,21:00,0,99.58,90,20.6,18.8,2,8
NORMANDIN,2020-06-20,2020-06-20 22:00,2020,6,20,22:00,0,99.61,78,21.3,17.3,11,11
NORMANDIN,2020-06-20,2020-06-20 23:00,2020,6,20,23:00,0,99.6,70,20.3,14.7,12,7
NORMANDIN,2020-06-21,2020-06-21 0:00,2020,6,21,0:00,0,99.65,77,18,14,6,7
NORMANDIN,2020-06-21,2020-06-21 1:00,2020,6,21,1:00,0,99.62,76,17.4,13.1,11,9
NORMANDIN,2020-06-21,2020-06-21 2:00,2020,6,21,2:00,0,99.59,90,15,13.4,19,8
NORMANDIN,2020-06-21,2020-06-21 3:00,2020,6,21,3:00,0,99.56,92,13.6,12.4,0,1
NORMANDIN,2020-06-21,2020-06-21 4:00,2020,6,21,4:00,0,99.55,92,13.2,12,19,5
NORMANDIN,2020-06-21,2020-06-21 5:00,2020,6,21,5:00,0,99.55,93,14.3,13.3,9,4
NORMANDIN,2020-06-21,2020-06-21 6:00,2020,6,21,6:00,0,99.56,87,16.4,14.3,8,8
NORMANDIN,2020-06-21,2020-06-21 7:00,2020,6,21,7:00,0,99.6,79,18.6,14.9,11,8
NORMANDIN,2020-06-21,2020-06-21 8:00,2020,6,21,8:00,0,99.59,80,19.5,16,9,7
NORMANDIN,2020-06-21,2020-06-21 9:00,2020,6,21,9:00,0,99.54,74,21.9,17,11,7
NORMANDIN,2020-06-21,2020-06-21 10:00,2020,6,21,10:00,0,99.49,72,24.2,18.7,9,9
NORMANDIN,2020-06-21,2020-06-21 11:00,2020,6,21,11:00,0,99.44,61,26.8,18.5,13,11
NORMANDIN,2020-06-21,2020-06-21 12:00,2020,6,21,12:00,0,99.36,53,29.5,18.9,13,18
NORMANDIN,2020-06-21,2020-06-21 13:00,2020,6,21,13:00,0,99.28,44,31.3,17.5,14,15
NORMANDIN,2020-06-21,2020-06-21 14:00,2020,6,21,14:00,0,99.23,45,31,17.6,14,20
NORMANDIN,2020-06-21,2020-06-21 15:00,2020,6,21,15:00,0,99.17,51,31.1,19.7,33,7
NORMANDIN,2020-06-21,2020-06-21 16:00,2020,6,21,16:00,0,99.11,50,31.5,19.8,6,6
NORMANDIN,2020-06-21,2020-06-21 17:00,2020,6,21,17:00,0,99.06,40,31.2,16.1,20,16
NORMANDIN,2020-06-21,2020-06-21 18:00,2020,6,21,18:00,0,99.06,41,31.4,16.6,19,23
NORMANDIN,2020-06-21,2020-06-21 19:00,2020,6,21,19:00,0,99.05,45,29.7,16.4,19,19
NORMANDIN,2020-06-21,2020-06-21 20:00,2020,6,21,20:00,0,99.18,58,26,17.1,32,18
NORMANDIN,2020-06-21,2020-06-21 21:00,2020,6,21,21:00,0,99.18,76,21.8,17.5,33,3
NORMANDIN,2020-06-21,2020-06-21 22:00,2020,6,21,22:00,0,99.18,71,22.5,17.1,9,4
NORMANDIN,2020-06-21,2020-06-21 23:00,2020,6,21,23:00,0,99.18,80,21,17.4,15,12
NORMANDIN,2020-06-22,2020-06-22 0:00,2020,6,22,0:00,0,99.19,84,20.7,17.8,14,6
NORMANDIN,2020-06-22,2020-06-22 1:00,2020,6,22,1:00,0,99.19,89,19.5,17.7,15,4
NORMANDIN,2020-06-22,2020-06-22 2:00,2020,6,22,2:00,0,99.21,93,18.4,17.1,13,7
NORMANDIN,2020-06-22,2020-06-22 3:00,2020,6,22,3:00,0,99.27,92,17.6,16.4,14,0
NORMANDIN,2020-06-22,2020-06-22 4:00,2020,6,22,4:00,0,99.29,96,16.7,16,16,4
NORMANDIN,2020-06-22,2020-06-22 5:00,2020,6,22,5:00,0,99.3,93,17.7,16.5,33,1
NORMANDIN,2020-06-22,2020-06-22 6:00,2020,6,22,6:00,0,99.28,80,21.9,18.4,0,1
NORMANDIN,2020-06-22,2020-06-22 7:00,2020,6,22,7:00,0,99.28,78,23.4,19.3,8,7
NORMANDIN,2020-06-22,2020-06-22 8:00,2020,6,22,8:00,0,99.29,71,25.3,19.8,8,5
NORMANDIN,2020-06-22,2020-06-22 9:00,2020,6,22,9:00,0,99.27,66,26.4,19.6,11,3
NORMANDIN,2020-06-22,2020-06-22 10:00,2020,6,22,10:00,0,99.28,64,26.7,19.4,0,1
NORMANDIN,2020-06-22,2020-06-22 11:00,2020,6,22,11:00,0,99.21,64,27.6,20.2,12,8
NORMANDIN,2020-06-22,2020-06-22 12:00,2020,6,22,12:00,0,99.12,51,29.7,18.5,20,10
NORMANDIN,2020-06-22,2020-06-22 13:00,2020,6,22,13:00,0,99.16,61,26.8,18.5,33,30
NORMANDIN,2020-06-22,2020-06-22 14:00,2020,6,22,14:00,0,99.06,60,26.8,18.3,9,17
NORMANDIN,2020-06-22,2020-06-22 15:00,2020,6,22,15:00,5.2,99.11,83,23.6,20.6,10,13
NORMANDIN,2020-06-22,2020-06-22 16:00,2020,6,22,16:00,0,99.06,73,25.7,20.5,9,11
NORMANDIN,2020-06-22,2020-06-22 17:00,2020,6,22,17:00,0,99.03,69,26.4,20.2,14,13
NORMANDIN,2020-06-22,2020-06-22 18:00,2020,6,22,18:00,0,99.04,72,25.2,19.8,13,13
NORMANDIN,2020-06-22,2020-06-22 19:00,2020,6,22,19:00,0,99.04,81,24.8,21.3,10,6
NORMANDIN,2020-06-22,2020-06-22 20:00,2020,6,22,20:00,0,99.05,78,23.9,19.9,13,11
